unique_id,source,source_unique_id,date_reported,record_level,campus_id,campus_name,company_source,company_clean,building_designation,address,postal_code,city,market,state,state_abbr,county,country,region,latitude,longitude,planned_power_mw,uc_power_mw,commissioned_power_mw,full_capacity_mw,planned_plus_uc_mw,mw_2023,mw_2024,mw_2025,mw_2026,mw_2027,mw_2028,mw_2029,mw_2030,mw_2031,mw_2032,pue,actual_live_date,construction_started,announced,land_acquisition,permitting,cod,facility_status,cancelled,facility_sqft,whitespace_sqft,available_power_kw,substation_count,onsite_substation,power_provider,power_grid,tier_design,type_category,owned_leased,purpose,feed_config,ecosystem_ixps,ecosystem_cloud,ecosystem_children,ecosystem_networkproviders,ecosystem_networkpresence,ecosystem_serviceproviders,additional_references,notes,ingest_date,status_rank_tmp,sample_longitude,sample_latitude
dcm_10823,DataCenterMap,10823,2025-11-11 00:00:00,Building,meta|gallatin|meta-gallatin,Meta Gallatin,Meta,Meta,,Meta Lp; Building 3,37066,Gallatin,Nashville,Tennessee,,,USA,,36.408465,-86.371919,,,,,0.0,,,,,,,,,,,,,,,,,,Under Construction,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,2,-86.37191899999993,36.408465000000035
dcm_10824,DataCenterMap,10824,2025-11-11 00:00:00,Building,meta|gallatin|meta-gallatin,Meta Gallatin,Meta,Meta,,Meta Lp; Building 4,37066,Gallatin,Nashville,Tennessee,,,USA,,36.408538,-86.370648,,,,,0.0,,,,,,,,,,,,,,,,,,Under Construction,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,2,-86.37064799999996,36.40853800000008
dcm_10825,DataCenterMap,10825,2025-11-11 00:00:00,Building,meta|gallatin|meta-gallatin,Meta Gallatin,Meta,Meta,,Meta Lp; Building 5,37066,Gallatin,Nashville,Tennessee,,,USA,,36.405779,-86.367184,,,,,0.0,,,,,,,,,,,,,,,,,,Planned,0,,276000.0,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,8,-86.36718399999995,36.40577900000005
dcm_10826,DataCenterMap,10826,2025-11-11 00:00:00,Building,meta|gallatin|meta-gallatin,Meta Gallatin,Meta,Meta,,Meta Lp; Building 6,37066,Gallatin,Nashville,Tennessee,,,USA,,36.406603,-86.366141,,,,,0.0,,,,,,,,,,,,,,,,,,Planned,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,8,-86.36614099999997,36.406603000000075
dcm_10003,DataCenterMap,10003,2025-11-11 00:00:00,Campus,meta|gallatin|meta-gallatin,Meta Gallatin,Meta,Meta,,1 Meta Lp,37066,Gallatin,Nashville,Tennessee,,,USA,,36.406429,-86.371174,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-86.37117399999994,36.40642900000006
dcm_10007,DataCenterMap,10007,2025-11-11 00:00:00,Campus,meta|sandston|meta-henrico,Meta Henrico,Meta,Meta,,6200 Technology Blvd,23150,Sandston,Richmond,Virginia,,,USA,,37.485178,-77.233543,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-77.23354299999994,37.485178000000076
dcm_9994,DataCenterMap,9994,2025-11-11 00:00:00,Campus,meta|jeffersonville|meta-jeffersonville,Meta Jeffersonville,Meta,Meta,,"SECRET, within the River Ridge Commerce Center in Jeffersonville",47130,Jeffersonville,Jeffersonville,Indiana,,,USA,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Under Construction,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,2,,
dcm_9997,DataCenterMap,9997,2025-11-11 00:00:00,Campus,meta|kansas-city|meta-kansas-city,Meta Kansas City,Meta,Meta,,801 NW 128 St,64165,Kansas City,Kansas City MO,Missouri,,,USA,,39.321994,-94.592441,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-94.59244099999995,39.321994000000075
dcm_9992,DataCenterMap,9992,2025-11-11 00:00:00,Campus,meta|kuna|meta-kuna,Meta Kuna,Meta,Meta,,"SECRET, within 16 miles from downtown Boise",83634,Kuna,Boise,Idaho,,,USA,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Under Construction,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,2,,
dcm_9999,DataCenterMap,9999,2025-11-11 00:00:00,Campus,meta|los-lunas|meta-los-lunas,Meta Los Lunas,Meta,Meta,,4250 Messenger Lp,87031,Los Lunas,Albuquerque,New Mexico,,,USA,,34.826133,-106.77523,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-106.77522999999997,34.82613300000003
